CustomerID,Name,DOB,Gender,JoinDate,IncomeBracket,CustomerSegment,RiskScore
19521,Chirag Dugar,12-12-74,Female,05-12-24,Low,Retail,0.67
19522,Bhavin Cherian,13-12-66,Male,27-03-25,Low,Digital,0.24
19523,Ayesha Zachariah,25-10-04,Female,24-09-24,Low,Corporate,0.09
19524,Anahita Gala,24-10-85,Female,28-07-24,Upper Middle,Corporate,0.74
19525,Kartik Dua,24-02-64,Male,03-11-24,Upper Middle,Retail,0.7
19526,Anahi Bajaj,29-05-00,Male,27-08-24,High,Priority,0.78
19527,Devansh Chahal,06-09-01,Female,11-03-25,Middle,Digital,0.63
19528,Hazel Chhabra,28-01-96,Male,05-08-24,High,Retail,0.2
19529,Chirag Banik,04-03-75,Female,10-10-24,High,Digital,0.16
19530,Indranil Behl,17-06-84,Female,18-01-25,Upper Middle,Priority,0.7
19531,Alisha Bassi,25-05-92,Male,26-02-25,Low,Digital,0.1
19532,Aaina Chaudhari,04-10-75,Male,19-07-24,High,Priority,0.49
19533,Yuvraj  Chana,22-12-70,Female,23-09-24,Middle,Corporate,0.82
19534,Manikya Sathe,22-04-74,Male,26-09-24,Middle,Priority,0.73
19535,Shalv Tiwari,07-07-68,Female,15-07-24,Upper Middle,Retail,0.87
19536,Shanaya Behl,17-09-70,Male,18-06-24,Low,Corporate,0.54
19537,Zara Dada,15-06-59,Female,14-11-24,High,Digital,0.9
19538,Taimur Kata,12-11-74,Female,21-07-24,Low,Digital,0.89
19539,Navya Gokhale,16-07-01,Female,09-02-25,Middle,Digital,0.1
19540,Suhana Varkey,25-08-75,Male,10-03-25,Low,Digital,0.97
19541,Riya Raval,12-04-81,Female,24-01-25,Upper Middle,Priority,0.35
19542,Ranbir Choudhury,25-12-79,Male,17-11-24,Middle,Digital,0.38
19543,Tarini Bansal,09-12-71,Female,04-09-24,High,Corporate,0.95
19544,Diya Ray,22-12-83,Male,14-01-25,Low,Retail,0.33
19545,Hansh Bhandari,12-02-73,Female,25-02-25,Middle,Retail,0.53
19546,Kimaya Suresh,24-12-61,Male,18-08-24,Low,Digital,0.17
19547,Tanya Bumb,11-09-90,Male,14-02-25,High,Priority,0.65
19548,Stuvan Garde,06-08-06,Male,16-08-24,Middle,Priority,0.82
19549,Ahana  Bhatia,22-02-04,Male,10-05-24,High,Retail,0.36
19550,Shayak Deo,10-11-54,Male,06-05-24,High,Priority,0.1
19551,Amani Bobal,28-05-60,Male,13-12-24,Upper Middle,Digital,0.91
19552,Eshani Vaidya,29-12-73,Male,28-11-24,Middle,Priority,0.87
19553,Ojas Sood,21-11-56,Male,23-09-24,High,Digital,0.54
19554,Adah Kade,05-12-64,Female,08-10-24,Middle,Retail,0.41
19555,Arnav Ganesan,18-12-58,Female,08-12-24,Upper Middle,Retail,0.55
19556,Navya Venkataraman,30-01-06,Female,27-12-24,Upper Middle,Priority,0.76
19557,Veer Kurian,16-01-87,Male,11-10-24,High,Retail,0.31
19558,Mishti Bhatti,12-06-65,Male,17-05-24,Middle,Digital,0.88
19559,Eshani Jha,11-05-05,Female,25-08-24,Upper Middle,Digital,0.82
19560,Nehmat Comar,07-05-93,Male,19-05-24,Middle,Retail,0.26
19561,Misha Maharaj,30-03-86,Male,22-10-24,Low,Retail,0.08
19562,Ayesha Vaidya,05-02-65,Male,15-06-24,Low,Digital,0.74
19563,Saira Soni,06-03-76,Female,01-10-24,Upper Middle,Corporate,0.37
19564,Shaan Sarraf,29-07-79,Male,11-02-25,High,Corporate,0.95
19565,Neelofar Dara,18-05-66,Female,14-10-24,Upper Middle,Priority,0.35
19566,Yakshit Chopra,17-01-66,Male,27-12-24,Low,Digital,0.01
19567,Biju Raj,07-02-92,Female,14-07-24,Middle,Retail,0.47
19568,Taimur Khare,24-02-62,Female,09-01-25,Middle,Corporate,0.83
19569,Vivaan Ravi,11-02-75,Female,14-02-25,Upper Middle,Priority,0.54
19570,Indrajit Ram,13-06-55,Male,05-11-24,Upper Middle,Priority,0.48
19571,Armaan Wagle,15-05-01,Male,10-09-24,Low,Digital,0.53
19572,Indrajit Chaudry,01-01-86,Female,27-02-25,High,Retail,0.11
19573,Aradhya Shenoy,23-11-76,Male,24-07-24,Upper Middle,Digital,0.5
19574,Samaira Sarin,27-04-84,Male,23-01-25,Middle,Retail,0.57
19575,Kavya Dhar,07-08-03,Male,04-09-24,Low,Priority,0.5
19576,Damini Thaker,10-08-87,Male,21-08-24,Low,Digital,0.14
19577,Pranay Bajwa,26-07-06,Male,06-11-24,Middle,Corporate,0.14
19578,Advik Kapadia,05-04-72,Female,27-10-24,Low,Retail,0.48
19579,Zaina Khurana,09-10-99,Female,22-11-24,Middle,Digital,0.9
19580,Lagan Vig,13-07-68,Male,17-09-24,Middle,Digital,0.65
19581,Vritika Desai,16-07-85,Male,25-05-24,Middle,Priority,0.13
19582,Suhana Dora,05-11-63,Male,19-12-24,Middle,Retail,0.56
19583,Yashvi Srinivasan,15-11-72,Female,01-06-24,Low,Corporate,0.81
19584,Eshani Sethi,29-10-66,Male,13-04-24,Middle,Priority,0.51
19585,Veer Kota,03-07-68,Male,18-07-24,Middle,Corporate,0.35
19586,Shlok Bhardwaj,06-07-58,Female,24-05-24,Upper Middle,Corporate,0.79
19587,Ivana Gole,13-06-65,Female,22-07-24,High,Retail,0.37
19588,Biju Dhingra,24-03-61,Female,28-05-24,Low,Corporate,0.39
19589,Divij Bhargava,12-05-04,Male,26-02-25,High,Priority,0.67
19590,Renee Bahl,13-03-86,Male,20-08-24,High,Corporate,0.15
19591,Badal Bhatia,07-10-70,Male,25-11-24,High,Corporate,0.14
19592,Advika Bahri,11-04-55,Female,05-09-24,High,Priority,0.11
19593,Zeeshan Batra,08-09-99,Male,03-07-24,Upper Middle,Corporate,0.34
19594,Vivaan Borde,14-07-91,Male,04-02-25,Upper Middle,Priority,0.61
19595,Rohan Gupta,25-09-07,Female,26-06-24,Middle,Priority,0.55
19596,Kavya Sabharwal,30-09-90,Male,15-07-24,Low,Priority,0.15
19597,Adah Salvi,21-09-85,Male,07-07-24,Middle,Digital,0.75
19598,Badal Gopal,27-09-63,Female,17-05-24,Low,Priority,0.61
19599,Anvi Sem,20-07-98,Male,09-08-24,Low,Retail,0.85
19600,Abram Ramakrishnan,08-09-87,Female,10-06-24,Middle,Digital,0.49
19601,Adira Hayre,28-08-87,Female,12-12-24,Upper Middle,Digital,0.73
19602,Sumer Sabharwal,12-10-07,Male,30-10-24,Low,Priority,0.86
19603,Vedika Ratti,15-01-61,Male,13-03-25,Upper Middle,Priority,0.23
19604,Sahil Soni,20-08-04,Male,30-07-24,Upper Middle,Corporate,0.16
19605,Dhanuk Doshi,10-01-07,Female,08-08-24,Low,Retail,0.34
19606,Prerak Golla,22-10-03,Male,17-10-24,Low,Corporate,0.89
19607,Adira Dada,13-06-06,Female,19-04-24,Low,Digital,0.85
19608,Anay Varkey,07-07-67,Female,14-05-24,Upper Middle,Digital,0.75
19609,Ayesha Kala,06-10-89,Male,05-03-25,Middle,Digital,0.28
19610,Madhup Shetty,08-07-55,Female,12-05-24,High,Digital,0.93
19611,Abram Rajagopal,24-12-69,Female,05-01-25,High,Priority,0.65
19612,Shanaya Handa,18-08-92,Male,08-12-24,High,Priority,0.82
19613,Ivan Koshy,10-03-84,Male,01-06-24,Middle,Digital,0.98
19614,Ivana Das,05-12-81,Female,05-12-24,High,Digital,0.55
19615,Kimaya Jhaveri,20-11-95,Female,18-04-24,Low,Retail,0.15
19616,Hridaan Raju,08-02-62,Female,28-09-24,Middle,Digital,0.68
19617,Rhea Kale,18-04-70,Female,23-04-24,High,Digital,0.61
19618,Taran Lall,19-10-78,Male,09-09-24,High,Corporate,0.72
19619,Nayantara Joshi,13-10-85,Female,17-07-24,High,Retail,0.06
19620,Myra Kapadia,04-10-86,Male,28-10-24,High,Priority,0.23
19621,Kanav Wagle,08-02-89,Female,15-06-24,Low,Digital,0.04
19622,Shalv Kara,25-03-64,Female,03-06-24,High,Retail,0.54
19623,Neelofar Joshi,01-11-98,Female,28-01-25,High,Corporate,0.26
19624,Ranbir Andra,04-06-83,Female,30-12-24,High,Corporate,0.59
19625,Yashvi Raval,12-01-97,Female,08-05-24,Upper Middle,Retail,0.55
19626,Elakshi Bakshi,07-03-98,Male,15-02-25,Upper Middle,Retail,0.57
19627,Shamik Dhingra,19-10-73,Female,06-12-24,Middle,Digital,0.85
19628,Dharmajan Sen,11-12-94,Male,04-07-24,High,Retail,0.12
19629,Heer Sood,18-03-76,Female,26-08-24,Low,Priority,0.11
19630,Anaya Chaudhuri,06-05-72,Male,17-08-24,High,Priority,0.6
19631,Ahana  Din,12-08-60,Female,26-08-24,High,Retail,0.25
19632,Ivana Sinha,08-09-92,Male,31-10-24,High,Retail,0.78
19633,Aradhya Wable,07-01-76,Male,20-04-24,Middle,Corporate,0.72
19634,Ojas Sankaran,02-10-91,Male,31-01-25,Upper Middle,Corporate,0.09
19635,Jivin Varkey,07-02-74,Male,07-10-24,Upper Middle,Priority,0.28
19636,Madhup Thaman,14-03-66,Male,25-11-24,Middle,Digital,0.08
19637,Kavya Rajan,16-05-60,Female,24-01-25,High,Corporate,0.72
19638,Anay Sawhney,04-07-65,Male,26-06-24,Upper Middle,Corporate,0.19
19639,Dhruv Bath,04-08-04,Male,24-01-25,Low,Retail,0.1
19640,Gatik Yogi,15-03-06,Female,23-02-25,Upper Middle,Priority,0.24
19641,Lagan Sandal,02-09-85,Male,08-04-24,Middle,Corporate,0.39
19642,Jivin Jaggi,20-01-00,Male,26-07-24,Low,Corporate,0.73
19643,Shalv Deshmukh,13-12-59,Female,19-10-24,Low,Corporate,0.98
19644,Aaina Tripathi,03-09-05,Female,06-08-24,Middle,Digital,0.39
19645,Ela Kohli,29-04-89,Female,17-12-24,High,Priority,0.06
19646,Yuvraj  Mall,09-05-69,Male,10-03-25,Upper Middle,Corporate,0.76
19647,Taimur Agrawal,25-11-98,Female,16-02-25,Middle,Priority,0.05
19648,Aaina Chaudhuri,09-11-59,Male,02-03-25,High,Corporate,0.69
19649,Rohan Dugar,07-06-69,Female,06-10-24,Middle,Priority,0.89
19650,Trisha Hayre,16-02-04,Female,12-01-25,High,Corporate,0.88
19651,Sana Atwal,31-08-86,Male,23-02-25,Low,Priority,0.78
19652,Indrans Sunder,10-09-55,Male,15-01-25,Upper Middle,Priority,0.75
19653,Shlok Devan,20-08-03,Female,07-10-24,Low,Retail,0.84
19654,Vedika Dixit,15-11-03,Female,08-04-24,Upper Middle,Priority,0.28
19655,Khushi Amble,30-12-77,Male,23-03-25,Low,Priority,0.86
19656,Nakul Dyal,18-03-77,Female,24-03-25,Upper Middle,Corporate,0.26
19657,Trisha Bains,24-02-07,Female,05-07-24,Middle,Priority,0.13
19658,Oorja Brahmbhatt,20-06-03,Female,03-12-24,Upper Middle,Priority,0.64
19659,Tarini Wadhwa,10-09-59,Male,08-11-24,Upper Middle,Retail,0.92
19660,Mannat Sinha,15-01-99,Female,26-06-24,Low,Digital,0.17
19661,Taimur Walla,13-05-60,Female,02-08-24,Upper Middle,Priority,0.67
19662,Umang Bala,14-10-03,Male,05-04-24,Middle,Corporate,0.06
19663,Lakshay Bhatnagar,13-12-02,Male,08-01-25,Low,Retail,0.16
19664,Charvi Rajagopalan,11-06-78,Male,20-10-24,Upper Middle,Digital,0.29
19665,Siya Bhattacharyya,13-02-95,Male,17-11-24,Low,Digital,0.12
19666,Tejas Tella,29-09-74,Female,27-06-24,Upper Middle,Priority,0.46
19667,Aradhya Kannan,19-10-03,Male,25-11-24,Middle,Priority,0.64
19668,Parinaaz Rau,23-09-74,Female,18-05-24,Low,Digital,0.12
19669,Inaaya  Kashyap,02-07-94,Male,09-12-24,Middle,Priority,0.58
19670,Mamooty Bajaj,15-08-66,Male,27-11-24,Low,Priority,0.46
19671,Aarav Grewal,20-03-03,Male,11-07-24,High,Priority,0.94
19672,Riaan Bail,15-08-02,Male,31-10-24,High,Priority,0.21
19673,Aarush Sahni,30-07-90,Female,06-01-25,High,Corporate,0.12
19674,Nitya Chhabra,16-02-88,Female,21-01-25,Upper Middle,Priority,0.17
19675,Hansh Krishnan,02-01-97,Female,24-05-24,Upper Middle,Corporate,0.93
19676,Mannat Kale,13-04-74,Male,16-08-24,Middle,Retail,0.17
19677,Tushar Tiwari,10-06-85,Female,15-04-24,Middle,Priority,0.75
19678,Zoya Buch,22-09-60,Female,28-04-24,Middle,Priority,0.95
19679,Neysa Sehgal,22-01-60,Male,09-04-24,Upper Middle,Retail,0.03
19680,Divij Garg,14-12-62,Female,24-08-24,Middle,Digital,0.51
19681,Reyansh Tata,24-11-87,Female,15-03-25,Upper Middle,Retail,0.22
19682,Ishita Khatri,08-04-60,Female,05-01-25,High,Digital,0.6
19683,Yasmin Varkey,09-09-96,Male,20-02-25,Upper Middle,Digital,0.13
19684,Aarav Varma,16-09-65,Female,12-09-24,Upper Middle,Retail,0.73
19685,Armaan Bal,09-02-93,Female,29-09-24,Middle,Corporate,0.28
19686,Suhana Kannan,23-06-71,Male,20-05-24,Middle,Corporate,0.76
19687,Nayantara Vaidya,29-11-61,Female,18-07-24,Middle,Priority,0.81
19688,Samiha Jaggi,17-12-54,Male,20-06-24,Middle,Corporate,0.08
19689,Rhea Gala,27-02-62,Male,09-10-24,Low,Priority,0.12
19690,Dharmajan Walia,17-08-99,Male,08-11-24,Low,Retail,0.95
19691,Kavya Kohli,13-10-95,Female,01-03-25,High,Digital,0.51
19692,Riaan Kamdar,21-10-01,Female,21-05-24,Upper Middle,Retail,0.62
19693,Kiara Choudhary,26-09-86,Female,10-02-25,Upper Middle,Corporate,0.27
19694,Hrishita Jhaveri,03-06-56,Male,13-11-24,Upper Middle,Priority,0.03
19695,Dhanuk Wali,18-03-76,Female,28-10-24,Low,Corporate,0.52
19696,Dharmajan Varty,25-02-71,Female,17-03-25,High,Retail,0.64
19697,Purab Rana,31-08-79,Female,07-12-24,High,Priority,0.74
19698,Rohan Sachdeva,19-03-68,Female,01-03-25,High,Digital,0.55
19699,Damini Mani,18-07-03,Female,26-08-24,High,Retail,0.43
19700,Zain Bava,28-09-06,Male,27-06-24,Upper Middle,Priority,0.16
19701,Aarav Khurana,08-07-80,Female,19-12-24,Middle,Digital,0.05
19702,Pari Konda,01-11-95,Female,28-08-24,Upper Middle,Retail,0.94
19703,Darshit Basak,21-12-70,Male,25-08-24,High,Corporate,0.87
19704,Hridaan Arora,29-02-60,Male,03-10-24,Low,Priority,0.72
19705,Ishaan Kamdar,07-02-75,Male,22-10-24,Low,Digital,0.81
19706,Biju Gala,18-06-60,Male,22-09-24,Middle,Corporate,0.05
19707,Mannat Bhalla,13-05-01,Female,07-06-24,High,Priority,0.96
19708,Samiha Bath,11-01-68,Female,10-11-24,Upper Middle,Corporate,0.95
19709,Aarav Salvi,20-04-58,Female,28-07-24,High,Digital,0.96
19710,Tushar Gaba,10-07-04,Male,09-06-24,Middle,Digital,0.27
19711,Damini Subramanian,17-03-82,Male,26-06-24,Upper Middle,Corporate,0.32
19712,Anya Deo,03-01-89,Male,16-04-24,Upper Middle,Corporate,0.76
19713,Mehul Subramaniam,08-05-87,Male,07-01-25,High,Retail,0.01
19714,Shlok Bahl,27-03-65,Female,19-02-25,Low,Priority,0.89
19715,Alia Wable,16-05-83,Male,18-03-25,Middle,Priority,0.61
19716,Aarna Chadha,19-07-70,Female,20-12-24,Upper Middle,Corporate,0.12
19717,Nayantara Badal,27-07-70,Male,09-04-24,Middle,Corporate,0.11
19718,Tejas Gara,08-04-94,Male,18-08-24,Low,Digital,0.38
19719,Azad Krishnan,29-08-81,Female,27-05-24,High,Retail,0.94
19720,Hiran Varkey,25-11-59,Male,24-12-24,High,Corporate,0.74
19721,Anaya Mandal,22-02-80,Female,07-07-24,Middle,Corporate,0.94
19722,Pihu Behl,07-10-57,Male,02-07-24,Low,Priority,0.1
19723,Baiju Roy,23-11-61,Female,06-04-24,High,Priority,0.9
19724,Lavanya Dey,15-05-67,Male,31-05-24,Middle,Priority,0.32
19725,Kartik Bawa,05-10-76,Female,01-03-25,Middle,Retail,0.94
19726,Tejas Sarraf,31-07-58,Female,09-01-25,Low,Priority,0.56
19727,Samiha Kunda,22-02-76,Male,05-12-24,Middle,Retail,0.33
19728,Nitya Setty,21-01-90,Female,27-04-24,Upper Middle,Corporate,0.72
19729,Faiyaz Date,29-03-67,Female,03-11-24,Low,Retail,0.48
19730,Ishaan Srinivas,23-07-63,Female,02-11-24,Low,Priority,0.99
19731,Mehul Lal,01-12-63,Female,04-11-24,Low,Retail,0.49
19732,Ivana Iyengar,04-08-86,Male,30-01-25,High,Priority,0.7
19733,Nishith Handa,17-12-99,Male,13-07-24,Middle,Retail,0.86
19734,Madhup Sarma,29-12-94,Male,24-02-25,Upper Middle,Retail,0.21
19735,Parinaaz Sant,29-08-57,Female,06-09-24,Middle,Corporate,0.01
19736,Azad Bajwa,06-09-05,Male,05-11-24,Middle,Retail,0.6
19737,Ishaan Bir,25-05-03,Female,05-05-24,High,Corporate,0.33
19738,Alisha Soman,27-12-61,Male,04-07-24,Low,Digital,0.83
19739,Gokul Hegde,22-07-62,Female,16-12-24,Upper Middle,Retail,0.26
19740,Suhana Rattan,20-07-61,Female,03-03-25,Low,Corporate,0.52
19741,Samiha Mahal,22-01-05,Male,16-12-24,Upper Middle,Priority,0.76
19742,Farhan Sarma,01-03-75,Female,21-10-24,Upper Middle,Priority,0.17
19743,Krish Chakrabarti,13-07-68,Male,28-03-25,Low,Retail,0.17
19744,Gatik Gade,19-08-85,Female,14-09-24,Low,Priority,0.04
19745,Siya Dalal,30-11-79,Female,10-10-24,Upper Middle,Corporate,0.5
19746,Vedika Madan,24-01-84,Female,09-12-24,Upper Middle,Digital,0.77
19747,Mohanlal Sen,08-11-56,Male,17-07-24,High,Priority,0.56
19748,Farhan Keer,26-03-71,Female,19-01-25,Middle,Corporate,0.78
19749,Umang Sachar,07-07-83,Male,17-08-24,Middle,Digital,0.9
19750,Hiran Maharaj,01-08-75,Female,05-03-25,Low,Priority,0.38
19751,Stuvan Sarin,05-05-79,Male,26-04-24,Low,Priority,0.71
19752,Jivika Ratti,14-01-56,Male,17-06-24,High,Priority,0.19
19753,Ryan Aurora,18-12-64,Female,20-09-24,Middle,Digital,0.65
19754,Renee Sandhu,27-06-67,Male,28-09-24,Middle,Digital,0.36
19755,Eshani Brar,27-06-82,Female,10-06-24,Low,Digital,0.68
19756,Misha Bhatnagar,06-04-93,Female,03-05-24,Middle,Digital,0.37
19757,Alisha Ravi,18-10-89,Male,08-07-24,Middle,Retail,0.21
19758,Mishti Krishnan,16-04-97,Male,09-04-24,Middle,Corporate,0.09
19759,Elakshi Subramanian,16-02-90,Female,18-02-25,Middle,Digital,0.47
19760,Alia Mangal,10-05-70,Male,21-08-24,High,Priority,0
19761,Kiaan Chaudhry,22-04-64,Male,13-04-24,Middle,Digital,0.98
19762,Mahika Deol,31-01-58,Female,09-10-24,High,Digital,0.68
19763,Aayush Samra,07-11-60,Male,30-01-25,Upper Middle,Priority,0.4
19764,Yuvraj  Rattan,13-02-07,Female,25-03-25,Upper Middle,Priority,0.54
19765,Dishani Kale,21-06-05,Female,20-01-25,Upper Middle,Digital,0.7
19766,Inaaya  Master,16-04-70,Female,26-11-24,Middle,Digital,0.31
19767,Shamik Dara,14-02-91,Male,08-03-25,Low,Digital,0.25
19768,Shanaya Bora,29-05-67,Male,12-07-24,High,Corporate,0.66
19769,Arnav Bal,18-07-79,Female,23-11-24,Upper Middle,Priority,0.37
19770,Sana Bedi,20-05-71,Female,15-06-24,Upper Middle,Corporate,0.03
19771,Misha Gokhale,22-11-68,Male,31-05-24,High,Digital,0.6
19772,Vivaan Hegde,15-03-85,Female,03-04-24,High,Priority,0.53
19773,Mohanlal Rajan,27-01-65,Male,07-10-24,Low,Priority,0.13
19774,Advika Varkey,14-04-04,Female,09-12-24,Low,Digital,0.47
19775,Riaan Bhargava,31-10-69,Male,15-10-24,Middle,Priority,0.43
19776,Lakshay Bakshi,26-02-95,Male,19-01-25,Low,Priority,0.03
19777,Ira Barad,26-08-67,Male,23-01-25,Middle,Corporate,0.07
19778,Manikya Uppal,30-03-95,Male,07-05-24,Upper Middle,Priority,0.59
19779,Sara Krish,27-10-02,Female,20-03-25,Upper Middle,Priority,0.83
19780,Ehsaan Basak,03-03-82,Male,05-03-25,Upper Middle,Corporate,0.14
19781,Raunak Dugal,11-12-87,Male,01-05-24,High,Digital,0.32
19782,Madhup Balay,26-10-75,Female,18-04-24,Upper Middle,Digital,0.65
19783,Umang Raval,18-08-75,Male,14-02-25,High,Corporate,0.57
19784,Zara Raval,04-09-74,Female,30-07-24,High,Priority,0.81
19785,Aradhya Kant,04-06-59,Female,04-12-24,High,Priority,0.99
19786,Miraan Bhat,08-05-87,Male,03-02-25,Middle,Retail,0.65
19787,Indrans Hora,07-06-06,Male,08-02-25,High,Digital,0.45
19788,Dharmajan Gola,22-09-04,Male,25-06-24,High,Corporate,0.8
19789,Gatik Goyal,03-04-07,Female,04-05-24,High,Digital,0.36
19790,Miraya Jani,09-10-63,Female,10-01-25,Low,Corporate,0.56
19791,Aarna Sekhon,09-05-02,Female,16-12-24,Upper Middle,Priority,0.6
19792,Hiran Bhandari,29-11-96,Male,28-09-24,Upper Middle,Priority,0.07
19793,Divyansh Khare,20-09-86,Male,19-01-25,Middle,Priority,0.83
19794,Neelofar Lala,30-04-71,Female,05-03-25,Middle,Priority,0.26
19795,Yasmin Subramanian,23-05-63,Male,02-10-24,Low,Corporate,0.11
19796,Neysa Bansal,31-10-95,Female,17-08-24,High,Retail,0.99
19797,Aaryahi Bhagat,06-03-90,Female,30-06-24,High,Digital,0.11
19798,Kabir Barman,04-10-66,Female,08-10-24,Middle,Digital,0.26
19799,Shalv Divan,14-08-56,Female,06-06-24,Middle,Priority,0.4
19800,Emir Sandhu,13-12-86,Female,28-11-24,Low,Priority,0.34
19801,Rohan Bhasin,11-08-62,Male,07-09-24,High,Corporate,0.15
19802,Ishita Dar,01-09-97,Male,15-02-25,Upper Middle,Retail,0.67
19803,Hridaan Manne,17-08-77,Male,18-08-24,Upper Middle,Retail,0.13
19804,Inaaya  Bhagat,27-05-73,Female,01-06-24,Low,Priority,0.41
19805,Mamooty Sangha,25-08-63,Female,07-11-24,Middle,Digital,0.65
19806,Kavya Kibe,04-05-71,Male,20-02-25,Middle,Corporate,0.78
19807,Kashvi Bhagat,08-08-56,Female,15-11-24,Low,Digital,0.78
19808,Prisha Hari,27-05-06,Male,11-04-24,Middle,Priority,0.01
19809,Dishani Behl,15-09-89,Male,19-09-24,Middle,Corporate,0.94
19810,Shayak Bahl,28-12-78,Female,18-01-25,Upper Middle,Priority,0.69
19811,Vardaniya Date,13-03-67,Male,09-03-25,High,Digital,0.64
19812,Mamooty Ganesan,04-04-03,Male,29-10-24,Low,Priority,0.54
19813,Divit Banerjee,31-03-84,Male,27-07-24,Low,Digital,0.08
19814,Farhan Dixit,16-10-89,Male,29-08-24,Middle,Digital,0.89
19815,Dharmajan Bhardwaj,12-08-68,Male,20-04-24,Low,Corporate,0.4
19816,Nayantara Sachar,12-07-71,Female,11-08-24,Low,Retail,0.19
19817,Lavanya Sankar,29-01-81,Male,22-02-25,Upper Middle,Retail,0.75
19818,Kismat Keer,03-06-63,Male,12-05-24,Middle,Corporate,0.28
19819,Siya Sarin,03-09-94,Female,06-08-24,Middle,Corporate,0.88
19820,Divit Kapur,03-01-86,Female,21-01-25,Low,Digital,0.99
19821,Rohan Lanka,26-11-58,Male,17-05-24,High,Digital,1
19822,Oorja Kant,15-06-96,Male,14-12-24,Low,Priority,0.84
19823,Vedika Chander,26-10-82,Male,16-02-25,Middle,Retail,0.79
19824,Jayant Bhatnagar,23-06-91,Male,14-01-25,Middle,Digital,0.65
19825,Kanav Rajagopalan,30-08-57,Female,11-11-24,High,Digital,0.96
19826,Nitara Batra,29-06-57,Male,19-11-24,High,Priority,0.45
19827,Aniruddh Dash,11-08-72,Male,01-08-24,Middle,Corporate,0.24
19828,Samiha Saraf,29-06-06,Female,29-06-24,Upper Middle,Digital,0.6
19829,Saanvi Shankar,02-03-55,Male,08-11-24,Low,Corporate,0.01
19830,Navya Garg,10-02-96,Female,25-09-24,Low,Corporate,0.1
19831,Shray Chaudry,13-03-64,Female,17-06-24,High,Priority,0.43
19832,Shray Tak,22-05-69,Male,09-05-24,Middle,Priority,0.32
19833,Jayesh Banerjee,22-06-00,Female,16-09-24,Middle,Digital,0.92
19834,Rania Bobal,05-10-03,Male,02-04-24,Middle,Retail,0.27
19835,Onkar Keer,10-11-96,Male,10-04-24,High,Retail,0.49
19836,Nitara Khanna,08-01-88,Female,10-07-24,Middle,Retail,0.34
19837,Lakshit Divan,10-04-83,Male,11-03-25,Upper Middle,Retail,0.35
19838,Rohan Hari,23-05-68,Male,16-03-25,Low,Priority,0.4
19839,Kimaya Sarma,28-10-95,Male,12-08-24,Low,Digital,0.82
19840,Sumer Swaminathan,23-11-64,Female,27-06-24,Low,Corporate,0.66
19841,Dhanush Bhatnagar,06-04-85,Female,20-11-24,Middle,Digital,0.09
19842,Lagan Khosla,17-05-04,Female,10-03-25,Low,Priority,0.86
19843,Riaan Bal,21-09-59,Male,02-01-25,Low,Corporate,0.3
19844,Tanya Ghose,17-10-95,Female,16-12-24,High,Priority,0.13
19845,Zoya Ghosh,05-07-92,Female,27-11-24,Middle,Digital,0.79
19846,Dishani Behl,03-10-56,Male,01-11-24,Middle,Digital,0.91
19847,Zoya Sengupta,07-10-85,Female,21-08-24,Middle,Retail,0.79
19848,Badal Sane,31-05-01,Male,18-11-24,Middle,Priority,0.6
19849,Yakshit Gill,10-11-81,Male,24-04-24,Middle,Retail,0.63
19850,Ayesha Uppal,20-11-94,Female,17-09-24,High,Corporate,0.36
19851,Dharmajan Singh,12-08-86,Male,08-10-24,Middle,Corporate,0.68
19852,Manjari Reddy,18-11-72,Male,26-03-25,Middle,Digital,0.17
19853,Kartik Mangat,12-11-80,Male,05-05-24,Low,Corporate,0.63
19854,Yuvaan Bera,12-09-96,Female,04-07-24,High,Retail,0.99
19855,Vivaan Raj,04-11-55,Male,10-04-24,Upper Middle,Retail,0.49
19856,Shaan Gokhale,08-11-95,Male,15-08-24,Low,Digital,0.72
19857,Vritika Varma,15-11-57,Male,05-06-24,Middle,Retail,0.69
19858,Saksham Grover,14-12-77,Female,05-04-24,Upper Middle,Corporate,0.8
19859,Vanya Dara,27-10-64,Male,05-03-25,Upper Middle,Priority,0.54
19860,Prisha Sridhar,10-03-60,Male,21-03-25,Middle,Retail,0.9
19861,Kismat Dey,24-11-79,Male,08-08-24,Upper Middle,Retail,0.49
19862,Kavya Seth,06-08-80,Female,06-07-24,Low,Digital,0.01
19863,Aarush Behl,10-08-84,Female,23-04-24,High,Corporate,0.77
19864,Lakshay Bava,25-12-89,Female,25-12-24,Low,Digital,0.55
19865,Yashvi Balakrishnan,17-01-70,Female,21-11-24,Middle,Retail,0.84
19866,Aaryahi Doctor,11-10-97,Male,26-02-25,Upper Middle,Corporate,0.88
19867,Parinaaz Raval,04-04-85,Male,15-04-24,High,Digital,0.78
19868,Kashvi Wali,02-08-70,Male,15-04-24,Middle,Digital,0.07
19869,Anahita Behl,14-02-91,Female,07-12-24,Upper Middle,Retail,0.21
19870,Aradhya Khurana,27-06-82,Female,21-05-24,Low,Digital,0.13
19871,Hunar Dutt,30-06-91,Female,13-07-24,Middle,Retail,0.91
19872,Tara Sachdeva,17-09-88,Male,17-02-25,Middle,Digital,0.94
19873,Aarna Lad,06-05-70,Female,14-05-24,Low,Corporate,0.41
19874,Samarth Gola,20-02-03,Male,09-02-25,Upper Middle,Retail,0.39
